split_name,document_id,transform_number,origin_class,generation_channel,prob_baseline,prob_transformed,delta_prob,applied_no_change,input_unchanged,features_match,sentinel_bound,status
holdout_topic,human_news_lenta_0016,15,H,,0.0019534622,0.0033801365,0.0014266743,0,0,0,6.738323e-08,ok
holdout_genre_prose,human_prose_taiga_arzamas_0050,15,H,,0.1545077474,0.1650677642,0.0105600168,0,0,0,9.535504e-07,ok
holdout_genre_prose,human_prose_taiga_arzamas_0051,15,H,,0.0876685377,0.1212661235,0.0335975858,0,0,0,7.372708e-07,ok
holdout_author,human_prose_taiga_magazines_0048,15,H,,0.0000497200,0.0000529537,0.0000032337,0,0,0,7.328115e-10,ok
holdout_genre_prose,human_prose_taiga_magazines_0048,15,H,,0.0074062244,0.0080346944,0.0006284700,0,0,0,5.514371e-08,ok
holdout_author,human_prose_taiga_magazines_0053,15,H,,0.0000255280,0.0000273153,0.0000017873,0,0,0,3.780186e-10,ok
holdout_genre_prose,human_prose_taiga_magazines_0053,15,H,,0.0304791111,0.0315364299,0.0010573188,0,0,0,2.113129e-07,ok
holdout_genre_prose,human_prose_taiga_proza_0034,15,H,,0.0313231676,0.0307933919,-0.0005297757,0,0,0,2.064924e-07,ok
holdout_genre_prose,human_prose_taiga_proza_0056,15,H,,0.1754387548,0.1823836238,0.0069448689,0,0,0,1.031729e-06,ok
holdout_author,human_science_cyberleninka_0026,15,H,,0.0024480454,0.0025457575,0.0000977121,0,0,0,3.514220e-08,ok
holdout_genre_analytics,human_science_cyberleninka_0026,15,H,,0.0007027499,0.0007421784,0.0000394285,0,0,0,1.457726e-08,ok
holdout_genre_commercial,human_science_cyberleninka_0026,15,H,,0.0021491886,0.0024671562,0.0003179676,0,0,0,4.175860e-08,ok
holdout_genre_news,human_science_cyberleninka_0026,15,H,,0.0151053620,0.0155990065,0.0004936446,0,0,0,2.010212e-07,ok
holdout_genre_prose,human_science_cyberleninka_0026,15,H,,0.1212863802,0.1269664216,0.0056800414,0,0,0,7.669199e-07,ok
holdout_genre_science,human_science_cyberleninka_0026,15,H,,0.0151053620,0.0155990065,0.0004936446,0,0,0,2.010212e-07,ok
holdout_genre_seo,human_science_cyberleninka_0026,15,H,,0.8245929388,0.8171929564,-0.0073999824,0,0,0,6.720403e-06,ok
holdout_genre_translation,human_science_cyberleninka_0026,15,H,,0.0151053620,0.0155990065,0.0004936446,0,0,0,2.010212e-07,ok
holdout_model_Anthropic,human_science_cyberleninka_0026,15,H,,0.0002891190,0.0003181315,0.0000290126,0,0,0,7.644987e-09,ok
holdout_model_DeepSeek,human_science_cyberleninka_0026,15,H,,0.1183994038,0.1195977045,0.0011983007,0,0,0,7.014882e-07,ok
holdout_model_NVIDIA,human_science_cyberleninka_0026,15,H,,0.0033783608,0.0035141294,0.0001357686,0,0,0,4.455274e-08,ok
holdout_model_OpenAI,human_science_cyberleninka_0026,15,H,,0.0189651800,0.0201322634,0.0011670835,0,0,0,2.195377e-07,ok
holdout_prompt_P1,human_science_cyberleninka_0026,15,H,,0.0005542242,0.0006210622,0.0000668380,0,0,0,1.605105e-08,ok
holdout_prompt_P2,human_science_cyberleninka_0026,15,H,,0.0006804709,0.0007425011,0.0000620303,0,0,0,1.744937e-08,ok
holdout_prompt_P3,human_science_cyberleninka_0026,15,H,,0.0000018664,0.0000017982,-0.0000000682,0,0,0,3.183534e-11,ok
holdout_source,human_science_cyberleninka_0026,15,H,,0.0060748695,0.0061592670,0.0000843975,0,0,0,7.668715e-08,ok
holdout_time,human_science_cyberleninka_0026,15,H,,0.0220318779,0.0222676075,0.0002357295,0,0,0,2.873761e-07,ok
holdout_topic,human_science_cyberleninka_0026,15,H,,0.0071876754,0.0076010066,0.0004133312,0,0,0,1.508848e-07,ok
holdout_author,human_science_cyberleninka_0031,15,H,,0.0180196476,0.0211923707,0.0031727231,0,0,0,2.870753e-07,ok
holdout_genre_analytics,human_science_cyberleninka_0031,15,H,,0.0475945088,0.0573100120,0.0097155032,0,0,0,1.061914e-06,ok
holdout_genre_commercial,human_science_cyberleninka_0031,15,H,,0.2715890421,0.3219226049,0.0503335628,0,0,0,3.703845e-06,ok
holdout_genre_news,human_science_cyberleninka_0031,15,H,,0.1927190590,0.2205882911,0.0278692321,0,0,0,2.250725e-06,ok
holdout_genre_prose,human_science_cyberleninka_0031,15,H,,0.0965436657,0.1078293101,0.0112856444,0,0,0,6.656025e-07,ok
holdout_genre_science,human_science_cyberleninka_0031,15,H,,0.1927190590,0.2205882911,0.0278692321,0,0,0,2.250725e-06,ok
holdout_genre_seo,human_science_cyberleninka_0031,15,H,,0.9999999185,0.9999999469,0.0000000283,0,0,0,2.390754e-12,ok
holdout_genre_translation,human_science_cyberleninka_0031,15,H,,0.1927190590,0.2205882911,0.0278692321,0,0,0,2.250725e-06,ok
holdout_model_Anthropic,human_science_cyberleninka_0031,15,H,,0.0136178071,0.0184061826,0.0047883755,0,0,0,4.343139e-07,ok
holdout_model_DeepSeek,human_science_cyberleninka_0031,15,H,,0.2473822596,0.2626016714,0.0152194118,0,0,0,1.290078e-06,ok
holdout_model_NVIDIA,human_science_cyberleninka_0031,15,H,,0.0247034295,0.0287566633,0.0040532337,0,0,0,3.553466e-07,ok
holdout_model_OpenAI,human_science_cyberleninka_0031,15,H,,0.2162076830,0.2456856834,0.0294780004,0,0,0,2.062440e-06,ok
holdout_prompt_P1,human_science_cyberleninka_0031,15,H,,0.0185063147,0.0258558399,0.0073495252,0,0,0,6.513584e-07,ok
holdout_prompt_P2,human_science_cyberleninka_0031,15,H,,0.0112229500,0.0151529332,0.0039299832,0,0,0,3.509706e-07,ok
holdout_prompt_P3,human_science_cyberleninka_0031,15,H,,0.0014837160,0.0018154767,0.0003317607,0,0,0,3.208311e-08,ok
holdout_source,human_science_cyberleninka_0031,15,H,,0.0297877437,0.0342879606,0.0045002169,0,0,0,4.148261e-07,ok
holdout_time,human_science_cyberleninka_0031,15,H,,0.3656170290,0.4025052440,0.0368882150,0,0,0,3.174407e-06,ok
holdout_topic,human_science_cyberleninka_0031,15,H,,0.1473057586,0.1775896148,0.0302838562,0,0,0,2.921421e-06,ok
holdout_author,human_science_cyberleninka_0032,15,H,,0.0082112000,0.0083344426,0.0001232426,0,0,0,1.143828e-07,ok
holdout_genre_analytics,human_science_cyberleninka_0032,15,H,,0.0126875691,0.0126126457,-0.0000749234,0,0,0,2.447844e-07,ok
holdout_genre_commercial,human_science_cyberleninka_0032,15,H,,0.0596000306,0.0604938470,0.0008938164,0,0,0,9.643461e-07,ok
holdout_genre_news,human_science_cyberleninka_0032,15,H,,0.0647242694,0.0655176966,0.0007934273,0,0,0,8.014984e-07,ok
holdout_genre_prose,human_science_cyberleninka_0032,15,H,,0.0551392307,0.0564938306,0.0013545999,0,0,0,3.687873e-07,ok
holdout_genre_science,human_science_cyberleninka_0032,15,H,,0.0647242694,0.0655176966,0.0007934273,0,0,0,8.014984e-07,ok
holdout_genre_seo,human_science_cyberleninka_0032,15,H,,0.9999999577,0.9999999575,-0.0000000003,0,0,0,1.913136e-12,ok
holdout_genre_translation,human_science_cyberleninka_0032,15,H,,0.0647242694,0.0655176966,0.0007934273,0,0,0,8.014984e-07,ok
holdout_model_Anthropic,human_science_cyberleninka_0032,15,H,,0.0156875158,0.0161755162,0.0004880004,0,0,0,3.825463e-07,ok
holdout_model_DeepSeek,human_science_cyberleninka_0032,15,H,,0.1380811639,0.1382844316,0.0002032676,0,0,0,7.938776e-07,ok
holdout_model_NVIDIA,human_science_cyberleninka_0032,15,H,,0.0120000109,0.0121065008,0.0001064899,0,0,0,1.521648e-07,ok
holdout_model_OpenAI,human_science_cyberleninka_0032,15,H,,0.0713095345,0.0727011937,0.0013916592,0,0,0,7.502575e-07,ok
holdout_prompt_P1,human_science_cyberleninka_0032,15,H,,0.0404996198,0.0427486322,0.0022490124,0,0,0,1.058245e-06,ok
holdout_prompt_P2,human_science_cyberleninka_0032,15,H,,0.0273397529,0.0282633835,0.0009236306,0,0,0,6.459187e-07,ok
holdout_prompt_P3,human_science_cyberleninka_0032,15,H,,0.0000428134,0.0000402425,-0.0000025709,0,0,0,7.124302e-10,ok
holdout_source,human_science_cyberleninka_0032,15,H,,0.0134169225,0.0135305655,0.0001136430,0,0,0,1.672154e-07,ok
holdout_time,human_science_cyberleninka_0032,15,H,,0.0692207036,0.0693862596,0.0001655560,0,0,0,8.523147e-07,ok
holdout_topic,human_science_cyberleninka_0032,15,H,,0.0230960369,0.0231640279,0.0000679910,0,0,0,4.526096e-07,ok
holdout_author,human_science_cyberleninka_0053,15,H,,0.0000001044,0.0000001554,0.0000000510,0,0,0,2.150802e-11,ok
holdout_genre_analytics,human_science_cyberleninka_0053,15,H,,0.0000014386,0.0000025467,0.0000011081,0,0,0,5.005761e-10,ok
holdout_genre_commercial,human_science_cyberleninka_0053,15,H,,0.0000194965,0.0000361091,0.0000166126,0,0,0,6.126650e-09,ok
holdout_genre_news,human_science_cyberleninka_0053,15,H,,0.0002474616,0.0003760575,0.0001285959,0,0,0,4.921119e-08,ok
holdout_genre_prose,human_science_cyberleninka_0053,15,H,,0.0005184920,0.0006642485,0.0001457565,0,0,0,4.592744e-08,ok
holdout_genre_science,human_science_cyberleninka_0053,15,H,,0.0002474616,0.0003760575,0.0001285959,0,0,0,4.921119e-08,ok
holdout_genre_seo,human_science_cyberleninka_0053,15,H,,1.0000000000,1.0000000000,0.0000000000,0,0,0,0.000000e+00,ok
holdout_genre_translation,human_science_cyberleninka_0053,15,H,,0.0002474616,0.0003760575,0.0001285959,0,0,0,4.921119e-08,ok
holdout_model_Anthropic,human_science_cyberleninka_0053,15,H,,0.0000069290,0.0000147469,0.0000078179,0,0,0,3.544886e-09,ok
holdout_model_DeepSeek,human_science_cyberleninka_0053,15,H,,0.0087716187,0.0106249892,0.0018533704,0,0,0,7.003349e-07,ok
holdout_model_NVIDIA,human_science_cyberleninka_0053,15,H,,0.0000002594,0.0000003826,0.0000001231,0,0,0,4.867289e-11,ok
holdout_model_OpenAI,human_science_cyberleninka_0053,15,H,,0.0016884604,0.0025297225,0.0008412621,0,0,0,2.808161e-07,ok
holdout_prompt_P1,human_science_cyberleninka_0053,15,H,,0.0001564040,0.0003312172,0.0001748132,0,0,0,8.562629e-08,ok
holdout_prompt_P2,human_science_cyberleninka_0053,15,H,,0.0000789415,0.0001649168,0.0000859753,0,0,0,3.877916e-08,ok
holdout_prompt_P3,human_science_cyberleninka_0053,15,H,,0.0000000000,0.0000000000,0.0000000000,0,0,0,1.027291e-17,ok
holdout_source,human_science_cyberleninka_0053,15,H,,0.0000005054,0.0000007138,0.0000002084,0,0,0,8.942411e-11,ok
holdout_time,human_science_cyberleninka_0053,15,H,,0.0004473536,0.0006614776,0.0002141240,0,0,0,8.725389e-08,ok
holdout_topic,human_science_cyberleninka_0053,15,H,,0.0000275197,0.0000507952,0.0000232755,0,0,0,1.015987e-08,ok
holdout_author,human_science_spbgu_0024,15,H,,0.0001742263,0.0002186102,0.0000443839,0,0,0,3.024785e-09,ok
holdout_genre_analytics,human_science_spbgu_0024,15,H,,0.0000227975,0.0000302506,0.0000074531,0,0,0,5.945807e-10,ok
holdout_genre_commercial,human_science_spbgu_0024,15,H,,0.0000192847,0.0000285590,0.0000092744,0,0,0,4.845663e-10,ok
holdout_genre_news,human_science_spbgu_0024,15,H,,0.0007387462,0.0009084012,0.0001696549,0,0,0,1.188108e-08,ok
holdout_genre_prose,human_science_spbgu_0024,15,H,,0.0168607288,0.0190096196,0.0021488908,0,0,0,1.290234e-07,ok
holdout_genre_science,human_science_spbgu_0024,15,H,,0.0007387462,0.0009084012,0.0001696549,0,0,0,1.188108e-08,ok
holdout_genre_seo,human_science_spbgu_0024,15,H,,0.0038128947,0.0061267850,0.0023138903,0,0,0,2.739311e-07,ok
holdout_genre_translation,human_science_spbgu_0024,15,H,,0.0007387462,0.0009084012,0.0001696549,0,0,0,1.188108e-08,ok
holdout_model_Anthropic,human_science_spbgu_0024,15,H,,0.0000017704,0.0000026841,0.0000009137,0,0,0,6.452253e-11,ok
holdout_model_DeepSeek,human_science_spbgu_0024,15,H,,0.0291613828,0.0318442134,0.0026828306,0,0,0,2.053961e-07,ok
holdout_model_NVIDIA,human_science_spbgu_0024,15,H,,0.0002229494,0.0002761838,0.0000532344,0,0,0,3.512884e-09,ok
holdout_model_OpenAI,human_science_spbgu_0024,15,H,,0.0012063648,0.0014756681,0.0002693033,0,0,0,1.639821e-08,ok
holdout_prompt_P1,human_science_spbgu_0024,15,H,,0.0000028275,0.0000045033,0.0000016758,0,0,0,1.164575e-10,ok
holdout_prompt_P2,human_science_spbgu_0024,15,H,,0.0000038783,0.0000058395,0.0000019613,0,0,0,1.373348e-10,ok
holdout_prompt_P3,human_science_spbgu_0024,15,H,,0.0000000014,0.0000000022,0.0000000007,0,0,0,3.854845e-14,ok
holdout_source,human_science_spbgu_0024,15,H,,0.0005275294,0.0006443078,0.0001167785,0,0,0,8.066595e-09,ok
holdout_time,human_science_spbgu_0024,15,H,,0.0012753869,0.0015416305,0.0002662436,0,0,0,2.031736e-08,ok
holdout_topic,human_science_spbgu_0024,15,H,,0.0000826588,0.0001178385,0.0000351797,0,0,0,2.356808e-09,ok
holdout_author,human_science_urfu_0028,15,H,,0.0498320799,0.0537392202,0.0039071403,0,0,0,7.037544e-06,ok
holdout_genre_analytics,human_science_urfu_0028,15,H,,0.0082159912,0.0089729308,0.0007569396,0,0,0,1.747873e-06,ok
holdout_genre_commercial,human_science_urfu_0028,15,H,,0.0415372525,0.0503794867,0.0088422343,0,0,0,8.117567e-06,ok
holdout_genre_news,human_science_urfu_0028,15,H,,0.0622221385,0.0653956577,0.0031735192,0,0,0,8.001100e-06,ok
holdout_genre_prose,human_science_urfu_0028,15,H,,0.1537542093,0.1599855653,0.0062313560,0,0,0,9.298175e-06,ok
holdout_genre_science,human_science_urfu_0028,15,H,,0.0622221385,0.0653956577,0.0031735192,0,0,0,8.001100e-06,ok
holdout_genre_seo,human_science_urfu_0028,15,H,,0.0008264460,0.0008507403,0.0000242943,0,0,0,3.823888e-07,ok
holdout_genre_translation,human_science_urfu_0028,15,H,,0.0622221385,0.0653956577,0.0031735192,0,0,0,8.001100e-06,ok
holdout_model_Anthropic,human_science_urfu_0028,15,H,,0.0046615820,0.0054628886,0.0008013066,0,0,0,1.306025e-06,ok
holdout_model_DeepSeek,human_science_urfu_0028,15,H,,0.1994291994,0.2020039811,0.0025747817,0,0,0,1.073933e-05,ok
holdout_model_NVIDIA,human_science_urfu_0028,15,H,,0.0762740721,0.0815837593,0.0053096871,0,0,0,9.532983e-06,ok
holdout_model_OpenAI,human_science_urfu_0028,15,H,,0.0351365638,0.0377087533,0.0025721895,0,0,0,4.038293e-06,ok
holdout_prompt_P1,human_science_urfu_0028,15,H,,0.0021616714,0.0026388193,0.0004771479,0,0,0,6.806130e-07,ok
holdout_prompt_P2,human_science_urfu_0028,15,H,,0.0077328365,0.0089884211,0.0012555845,0,0,0,2.094919e-06,ok
holdout_prompt_P3,human_science_urfu_0028,15,H,,0.4637714392,0.4586155848,-0.0051558544,0,0,0,4.395715e-05,ok
holdout_source,human_science_urfu_0028,15,H,,0.1164941336,0.1218044354,0.0053103018,0,0,0,1.340081e-05,ok
holdout_time,human_science_urfu_0028,15,H,,0.0946638620,0.0975842353,0.0029203734,0,0,0,1.162367e-05,ok
holdout_topic,human_science_urfu_0028,15,H,,0.0290587695,0.0320522020,0.0029934325,0,0,0,6.205801e-06,ok
holdout_genre_seo,human_seo_alaev_0004,15,H,,0.0309064768,0.0277282318,-0.0031782450,0,0,0,1.212796e-06,ok
holdout_source,human_seo_alaev_0004,15,H,,0.0211970399,0.0208989617,-0.0002980782,0,0,0,2.563474e-07,ok
holdout_genre_seo,human_seo_convertmonster_0001,15,H,,0.3882731123,0.3882731123,-0.0000000000,1,0,0,1.068495e-04,ok
holdout_genre_seo,human_seo_devaka_ru_0004,15,H,,0.9999365638,0.9999359122,-0.0000006516,0,0,0,2.882873e-09,ok
holdout_genre_seo,human_seo_drmax_0002,15,H,,0.2448935390,0.1982239029,-0.0466696360,0,0,0,7.149685e-06,ok
holdout_source,human_seo_drmax_0002,15,H,,0.0055396942,0.0057874949,0.0002478008,0,0,0,7.208528e-08,ok
holdout_genre_seo,human_seo_drmax_su_0001,15,H,,0.3429300357,0.3084200088,-0.0345100269,0,0,0,9.595393e-05,ok
holdout_author,human_seo_labrika_0002,15,H,,0.0032088143,0.0037988030,0.0005899887,0,0,0,5.237364e-07,ok
holdout_genre_seo,human_seo_labrika_0002,15,H,,0.0075817195,0.0085817331,0.0010000136,0,0,0,3.827452e-06,ok
holdout_author,nemotron_b012_P1_r1,15,A,nemotron,0.9982747345,0.9981626764,-0.0001120581,0,0,0,2.538083e-08,ok
holdout_genre_seo,nemotron_b012_P1_r1,15,A,nemotron,0.9999999470,0.9999999273,-0.0000000198,0,0,0,3.272493e-12,ok
holdout_model_NVIDIA,nemotron_b012_P1_r1,15,A,nemotron,0.9986365448,0.9985317026,-0.0001048422,0,0,0,1.865355e-08,ok
holdout_prompt_P1,nemotron_b012_P1_r1,15,A,nemotron,1.0000000000,1.0000000000,-0.0000000000,0,0,0,0.000000e+00,ok
holdout_source,nemotron_b012_P1_r1,15,A,nemotron,0.9971137353,0.9968439699,-0.0002697654,0,0,0,3.941351e-08,ok
holdout_topic,nemotron_b012_P1_r1,15,A,nemotron,0.9999990293,0.9999989167,-0.0000001126,0,0,0,2.166922e-11,ok
holdout_author,nemotron_b015_P3_r2,15,A,nemotron,0.0195054415,0.0191004900,-0.0004049516,0,0,0,2.592913e-07,ok
holdout_genre_seo,nemotron_b015_P3_r2,15,A,nemotron,0.2447480027,0.2007593738,-0.0439886289,0,0,0,7.218237e-06,ok
holdout_model_NVIDIA,nemotron_b015_P3_r2,15,A,nemotron,0.0209882766,0.0205263688,-0.0004619079,0,0,0,2.557941e-07,ok
holdout_prompt_P3,nemotron_b015_P3_r2,15,A,nemotron,0.0000568032,0.0000488896,-0.0000079136,0,0,0,8.655063e-10,ok
holdout_source,nemotron_b015_P3_r2,15,A,nemotron,0.0278059013,0.0268367484,-0.0009691528,0,0,0,3.271842e-07,ok
holdout_author,nemotron_b016_P1_r1,15,A,nemotron,0.9675922377,0.9698216687,0.0022294310,0,0,0,4.050476e-07,ok
holdout_genre_analytics,nemotron_b016_P1_r1,15,A,nemotron,0.9998965244,0.9999051101,0.0000085858,0,0,0,1.864956e-09,ok
holdout_model_NVIDIA,nemotron_b016_P1_r1,15,A,nemotron,0.9776833718,0.9789969246,0.0013135528,0,0,0,2.616073e-07,ok
holdout_prompt_P1,nemotron_b016_P1_r1,15,A,nemotron,1.0000000000,1.0000000000,-0.0000000000,0,0,0,0.000000e+00,ok
holdout_source,nemotron_b016_P1_r1,15,A,nemotron,0.9758566949,0.9768803727,0.0010236777,0,0,0,2.829430e-07,ok
holdout_topic,nemotron_b016_P1_r1,15,A,nemotron,0.9999611556,0.9999609380,-0.0000002177,0,0,0,7.813146e-10,ok
holdout_author,nemotron_b022_P3_r2,15,A,nemotron,0.9387330514,0.9441640581,0.0054310067,0,0,0,7.295923e-07,ok
holdout_genre_analytics,nemotron_b022_P3_r2,15,A,nemotron,0.9972815035,0.9976520773,0.0003705738,0,0,0,4.604187e-08,ok
holdout_model_NVIDIA,nemotron_b022_P3_r2,15,A,nemotron,0.9481045292,0.9523448895,0.0042403603,0,0,0,5.774167e-07,ok
holdout_prompt_P3,nemotron_b022_P3_r2,15,A,nemotron,0.9943933951,0.9946886385,0.0002952434,0,0,0,9.353366e-08,ok
holdout_source,nemotron_b022_P3_r2,15,A,nemotron,0.9404700543,0.9445807306,0.0041106763,0,0,0,6.558079e-07,ok
holdout_author,nemotron_b028_P1_r2,15,A,nemotron,0.9653921132,0.9632985340,-0.0020935792,0,0,0,4.892865e-07,ok
holdout_genre_analytics,nemotron_b028_P1_r2,15,A,nemotron,0.9999189498,0.9999210463,0.0000020965,0,0,0,1.551773e-09,ok
holdout_model_NVIDIA,nemotron_b028_P1_r2,15,A,nemotron,0.9741148526,0.9723098491,-0.0018050035,0,0,0,3.425434e-07,ok
holdout_prompt_P1,nemotron_b028_P1_r2,15,A,nemotron,1.0000000000,1.0000000000,0.0000000000,0,0,0,4.440892e-16,ok
holdout_source,nemotron_b028_P1_r2,15,A,nemotron,0.9523351584,0.9488281773,-0.0035069810,0,0,0,6.082683e-07,ok
holdout_topic,nemotron_b028_P1_r2,15,A,nemotron,0.9999861627,0.9999860567,-0.0000001060,0,0,0,2.788996e-10,ok
holdout_author,nemotron_b033_P2_r2,15,A,nemotron,0.9986335624,0.9986335624,0.0000000000,1,0,0,1.888491e-08,ok
holdout_genre_commercial,nemotron_b033_P2_r2,15,A,nemotron,0.9999993657,0.9999993657,0.0000000000,1,0,0,1.076195e-11,ok
holdout_model_NVIDIA,nemotron_b033_P2_r2,15,A,nemotron,0.9989828840,0.9989828840,0.0000000000,1,0,0,1.292749e-08,ok
holdout_prompt_P2,nemotron_b033_P2_r2,15,A,nemotron,1.0000000000,1.0000000000,0.0000000000,1,0,0,0.000000e+00,ok
holdout_source,nemotron_b033_P2_r2,15,A,nemotron,0.9979039627,0.9979039627,0.0000000000,1,0,0,2.620381e-08,ok
holdout_author,nemotron_b038_P1_r2,15,A,nemotron,0.9981939045,0.9980050510,-0.0001888535,0,0,0,2.755392e-08,ok
holdout_genre_commercial,nemotron_b038_P1_r2,15,A,nemotron,0.9999995715,0.9999994587,-0.0000001127,0,0,0,9.183987e-12,ok
holdout_model_NVIDIA,nemotron_b038_P1_r2,15,A,nemotron,0.9985188669,0.9983433960,-0.0001754709,0,0,0,2.104186e-08,ok
holdout_prompt_P1,nemotron_b038_P1_r2,15,A,nemotron,1.0000000000,1.0000000000,0.0000000000,0,0,0,0.000000e+00,ok
holdout_source,nemotron_b038_P1_r2,15,A,nemotron,0.9978453070,0.9975760382,-0.0002692688,0,0,0,3.029344e-08,ok
holdout_genre_seo,real_claude_b015_P2_r1,15,A,real_claude,0.9998160243,0.9997566096,-0.0000594147,0,0,0,1.094650e-08,ok
holdout_model_Anthropic,real_claude_b015_P2_r1,15,A,real_claude,0.9999999416,0.9999999343,-0.0000000073,0,0,0,1.580291e-12,ok
holdout_prompt_P2,real_claude_b015_P2_r1,15,A,real_claude,0.9999999840,0.9999999819,-0.0000000020,0,0,0,4.252154e-13,ok
holdout_source,real_claude_b015_P2_r1,15,A,real_claude,0.9898753017,0.9890913021,-0.0007839996,0,0,0,1.351718e-07,ok
holdout_genre_analytics,real_claude_b018_P3_r2,15,A,real_claude,0.9994748555,0.9995066114,0.0000317560,0,0,0,9.693147e-09,ok
holdout_model_Anthropic,real_claude_b018_P3_r2,15,A,real_claude,0.9999980965,0.9999983222,0.0000002257,0,0,0,4.033229e-11,ok
holdout_prompt_P3,real_claude_b018_P3_r2,15,A,real_claude,0.9999302554,0.9999321163,0.0000018609,0,0,0,1.201740e-09,ok
holdout_source,real_claude_b018_P3_r2,15,A,real_claude,0.9928149947,0.9931211067,0.0003061120,0,0,0,8.558498e-08,ok
holdout_genre_analytics,real_claude_b024_P1_r2,15,A,real_claude,0.9999837230,0.9999828578,-0.0000008653,0,0,0,3.369383e-10,ok
holdout_model_Anthropic,real_claude_b024_P1_r2,15,A,real_claude,1.0000000000,1.0000000000,-0.0000000000,0,0,0,2.220446e-16,ok
holdout_prompt_P1,real_claude_b024_P1_r2,15,A,real_claude,1.0000000000,1.0000000000,-0.0000000000,0,0,0,0.000000e+00,ok
holdout_source,real_claude_b024_P1_r2,15,A,real_claude,0.9971070283,0.9966828902,-0.0004241381,0,0,0,4.141843e-08,ok
holdout_topic,real_claude_b024_P1_r2,15,A,real_claude,0.9999896962,0.9999875687,-0.0000021275,0,0,0,2.486557e-10,ok
holdout_genre_analytics,real_claude_b025_P2_r1,15,A,real_claude,0.9999529505,0.9999585649,0.0000056144,0,0,0,8.144050e-10,ok
holdout_model_Anthropic,real_claude_b025_P2_r1,15,A,real_claude,0.9999999647,0.9999999725,0.0000000079,0,0,0,6.601386e-13,ok
holdout_prompt_P2,real_claude_b025_P2_r1,15,A,real_claude,0.9999999880,0.9999999907,0.0000000027,0,0,0,2.182698e-13,ok
holdout_source,real_claude_b025_P2_r1,15,A,real_claude,0.9956893965,0.9962987740,0.0006093775,0,0,0,4.619681e-08,ok
holdout_genre_commercial,real_claude_b034_P2_r2,15,A,real_claude,0.9999323767,0.9999314453,-0.0000009314,0,0,0,1.163134e-09,ok
holdout_model_Anthropic,real_claude_b034_P2_r2,15,A,real_claude,0.9999999722,0.9999999730,0.0000000008,0,0,0,6.488143e-13,ok
holdout_prompt_P2,real_claude_b034_P2_r2,15,A,real_claude,0.9999999909,0.9999999912,0.0000000002,0,0,0,2.078338e-13,ok
holdout_source,real_claude_b034_P2_r2,15,A,real_claude,0.9907322628,0.9914393183,0.0007070554,0,0,0,1.063289e-07,ok
holdout_genre_commercial,real_claude_b040_P3_r2,15,A,real_claude,0.9998749574,0.9998642714,-0.0000106860,0,0,0,2.302684e-09,ok
holdout_model_Anthropic,real_claude_b040_P3_r2,15,A,real_claude,0.9999999007,0.9999998986,-0.0000000021,0,0,0,2.437606e-12,ok
holdout_prompt_P3,real_claude_b040_P3_r2,15,A,real_claude,0.9999862858,0.9999825471,-0.0000037387,0,0,0,3.089834e-10,ok
holdout_source,real_claude_b040_P3_r2,15,A,real_claude,0.9936644910,0.9934243096,-0.0002401814,0,0,0,8.183760e-08,ok
holdout_genre_commercial,real_claude_b042_P3_r2,15,A,real_claude,0.9994525562,0.9994330955,-0.0000194608,0,0,0,9.613593e-09,ok
holdout_model_Anthropic,real_claude_b042_P3_r2,15,A,real_claude,0.9999971407,0.9999969944,-0.0000001463,0,0,0,7.225065e-11,ok
holdout_prompt_P3,real_claude_b042_P3_r2,15,A,real_claude,0.9998681421,0.9998590986,-0.0000090435,0,0,0,2.494187e-09,ok
holdout_source,real_claude_b042_P3_r2,15,A,real_claude,0.9867633984,0.9864148316,-0.0003485668,0,0,0,1.678809e-07,ok
holdout_genre_commercial,real_claude_b045_P3_r1,15,A,real_claude,0.9994951803,0.9994751578,-0.0000200224,0,0,0,8.900673e-09,ok
holdout_model_Anthropic,real_claude_b045_P3_r1,15,A,real_claude,0.9999999619,0.9999999605,-0.0000000013,0,0,0,9.494627e-13,ok
holdout_prompt_P3,real_claude_b045_P3_r1,15,A,real_claude,0.9998425216,0.9997907317,-0.0000517900,0,0,0,3.704141e-09,ok
holdout_source,real_claude_b045_P3_r1,15,A,real_claude,0.9888806109,0.9885079205,-0.0003726904,0,0,0,1.423166e-07,ok
holdout_genre_seo,deepseek_pro_b002_P3_r1,16,A,deepseek_pro,0.9384346476,0.9384346476,0.0000000000,1,1,1,2.599071e-06,ok
holdout_model_DeepSeek,deepseek_pro_b002_P3_r1,16,A,deepseek_pro,0.4467281403,0.4467281403,0.0000000000,1,1,1,1.646638e-06,ok
holdout_prompt_P3,deepseek_pro_b002_P3_r1,16,A,deepseek_pro,0.1059064841,0.1059064841,-0.0000000000,1,1,1,1.676411e-06,ok
holdout_genre_seo,deepseek_pro_b004_P2_r1,16,A,deepseek_pro,0.9999996946,0.9998315550,-0.0001681395,0,0,0,7.576395e-09,ok
holdout_model_DeepSeek,deepseek_pro_b004_P2_r1,16,A,deepseek_pro,0.9535257519,0.6861817781,-0.2673439738,0,0,0,1.434609e-06,ok
holdout_prompt_P2,deepseek_pro_b004_P2_r1,16,A,deepseek_pro,0.9999996438,0.9999979590,-0.0000016849,0,0,0,4.800160e-11,ok
